item_id	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	condition	binary_label	sentence	template_family	verb_surface	object_surface	verb_lemma	object_lemma	verb_object_FSG	violation_type	source_record_id	auto_expected_makes_sense_yes_no	auto_structure_complete_yes_no	auto_usf_condition_pass_yes_no	human_sentence_well_formed_yes_no	human_sentence_makes_sense_yes_no	human_notes_optional
CAND_PLAUS_001449	plus	candidate_pending_human_review			weak_congruence	1	She does not blot three messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001450	plus	candidate_pending_human_review			weak_congruence	1	Every day she blots three messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001451	plus	candidate_pending_human_review			weak_congruence	1	Last week she blotted three messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001452	plus	candidate_pending_human_review			weak_congruence	1	He is blotting three messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001453	plus	candidate_pending_human_review			weak_congruence	1	He does not blot three messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001454	plus	candidate_pending_human_review			weak_congruence	1	Every day he blots three messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001455	plus	candidate_pending_human_review			weak_congruence	1	Last week he blotted three messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001456	plus	candidate_pending_human_review			weak_congruence	1	They are blotting three messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001457	plus	candidate_pending_human_review			weak_congruence	1	They do not blot three messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001458	plus	candidate_pending_human_review			weak_congruence	1	Every day they blot three messes	present_3s	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001459	plus	candidate_pending_human_review			weak_congruence	1	Last week they blotted three messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001460	plus	candidate_pending_human_review			weak_congruence	1	She is blotting four messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001461	plus	candidate_pending_human_review			weak_congruence	1	She does not blot four messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001462	plus	candidate_pending_human_review			weak_congruence	1	Every day she blots four messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001463	plus	candidate_pending_human_review			weak_congruence	1	Last week she blotted four messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001464	plus	candidate_pending_human_review			weak_congruence	1	He is blotting four messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001465	plus	candidate_pending_human_review			weak_congruence	1	He does not blot four messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001466	plus	candidate_pending_human_review			weak_congruence	1	Every day he blots four messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001467	plus	candidate_pending_human_review			weak_congruence	1	Last week he blotted four messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001468	plus	candidate_pending_human_review			weak_congruence	1	They are blotting four messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001469	plus	candidate_pending_human_review			weak_congruence	1	They do not blot four messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001470	plus	candidate_pending_human_review			weak_congruence	1	Every day they blot four messes	present_3s	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001471	plus	candidate_pending_human_review			weak_congruence	1	Last week they blotted four messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001472	plus	candidate_pending_human_review			weak_congruence	1	She is blotting five messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001473	plus	candidate_pending_human_review			weak_congruence	1	She does not blot five messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001474	plus	candidate_pending_human_review			weak_congruence	1	Every day she blots five messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001475	plus	candidate_pending_human_review			weak_congruence	1	Last week she blotted five messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001476	plus	candidate_pending_human_review			weak_congruence	1	He is blotting five messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001477	plus	candidate_pending_human_review			weak_congruence	1	He does not blot five messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001478	plus	candidate_pending_human_review			weak_congruence	1	Every day he blots five messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001479	plus	candidate_pending_human_review			weak_congruence	1	Last week he blotted five messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001480	plus	candidate_pending_human_review			weak_congruence	1	They are blotting five messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001481	plus	candidate_pending_human_review			weak_congruence	1	They do not blot five messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001482	plus	candidate_pending_human_review			weak_congruence	1	Every day they blot five messes	present_3s	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001483	plus	candidate_pending_human_review			weak_congruence	1	Last week they blotted five messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001484	plus	candidate_pending_human_review			weak_congruence	1	She is blotting six messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001485	plus	candidate_pending_human_review			weak_congruence	1	She does not blot six messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001486	plus	candidate_pending_human_review			weak_congruence	1	Every day she blots six messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001487	plus	candidate_pending_human_review			weak_congruence	1	Last week she blotted six messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001488	plus	candidate_pending_human_review			weak_congruence	1	He is blotting six messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001489	plus	candidate_pending_human_review			weak_congruence	1	He does not blot six messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001490	plus	candidate_pending_human_review			weak_congruence	1	Every day he blots six messes	present_3s	blots	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001491	plus	candidate_pending_human_review			weak_congruence	1	Last week he blotted six messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001492	plus	candidate_pending_human_review			weak_congruence	1	They are blotting six messes	be_progressive	blotting	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001493	plus	candidate_pending_human_review			weak_congruence	1	They do not blot six messes	do_negation	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001494	plus	candidate_pending_human_review			weak_congruence	1	Every day they blot six messes	present_3s	blot	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001495	plus	candidate_pending_human_review			weak_congruence	1	Last week they blotted six messes	simple_past	blotted	messes	blot	mess	0.02		USF:Cue_Target_Pairs.A-B:6195	yes	yes	yes	yes	yes	
CAND_PLAUS_001496	plus	candidate_pending_human_review			weak_congruence	1	She is screwing one wood	be_progressive	screwing	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001497	plus	candidate_pending_human_review			weak_congruence	1	She does not screw one wood	do_negation	screw	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001498	plus	candidate_pending_human_review			weak_congruence	1	Every day she screws one wood	present_3s	screws	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001499	plus	candidate_pending_human_review			weak_congruence	1	Last week she screwed one wood	simple_past	screwed	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001500	plus	candidate_pending_human_review			weak_congruence	1	He is screwing one wood	be_progressive	screwing	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001501	plus	candidate_pending_human_review			weak_congruence	1	He does not screw one wood	do_negation	screw	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001502	plus	candidate_pending_human_review			weak_congruence	1	Every day he screws one wood	present_3s	screws	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001503	plus	candidate_pending_human_review			weak_congruence	1	Last week he screwed one wood	simple_past	screwed	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001504	plus	candidate_pending_human_review			weak_congruence	1	They are screwing one wood	be_progressive	screwing	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001505	plus	candidate_pending_human_review			weak_congruence	1	They do not screw one wood	do_negation	screw	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001506	plus	candidate_pending_human_review			weak_congruence	1	Every day they screw one wood	present_3s	screw	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001507	plus	candidate_pending_human_review			weak_congruence	1	Last week they screwed one wood	simple_past	screwed	wood	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001508	plus	candidate_pending_human_review			weak_congruence	1	She is screwing two woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001509	plus	candidate_pending_human_review			weak_congruence	1	She does not screw two woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001510	plus	candidate_pending_human_review			weak_congruence	1	Every day she screws two woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001511	plus	candidate_pending_human_review			weak_congruence	1	Last week she screwed two woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001512	plus	candidate_pending_human_review			weak_congruence	1	He is screwing two woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001513	plus	candidate_pending_human_review			weak_congruence	1	He does not screw two woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001514	plus	candidate_pending_human_review			weak_congruence	1	Every day he screws two woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001515	plus	candidate_pending_human_review			weak_congruence	1	Last week he screwed two woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001516	plus	candidate_pending_human_review			weak_congruence	1	They are screwing two woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001517	plus	candidate_pending_human_review			weak_congruence	1	They do not screw two woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001518	plus	candidate_pending_human_review			weak_congruence	1	Every day they screw two woods	present_3s	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001519	plus	candidate_pending_human_review			weak_congruence	1	Last week they screwed two woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001520	plus	candidate_pending_human_review			weak_congruence	1	She is screwing three woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001521	plus	candidate_pending_human_review			weak_congruence	1	She does not screw three woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001522	plus	candidate_pending_human_review			weak_congruence	1	Every day she screws three woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001523	plus	candidate_pending_human_review			weak_congruence	1	Last week she screwed three woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001524	plus	candidate_pending_human_review			weak_congruence	1	He is screwing three woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001525	plus	candidate_pending_human_review			weak_congruence	1	He does not screw three woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001526	plus	candidate_pending_human_review			weak_congruence	1	Every day he screws three woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001527	plus	candidate_pending_human_review			weak_congruence	1	Last week he screwed three woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001528	plus	candidate_pending_human_review			weak_congruence	1	They are screwing three woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001529	plus	candidate_pending_human_review			weak_congruence	1	They do not screw three woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001530	plus	candidate_pending_human_review			weak_congruence	1	Every day they screw three woods	present_3s	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001531	plus	candidate_pending_human_review			weak_congruence	1	Last week they screwed three woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001532	plus	candidate_pending_human_review			weak_congruence	1	She is screwing four woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001533	plus	candidate_pending_human_review			weak_congruence	1	She does not screw four woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001534	plus	candidate_pending_human_review			weak_congruence	1	Every day she screws four woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001535	plus	candidate_pending_human_review			weak_congruence	1	Last week she screwed four woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001536	plus	candidate_pending_human_review			weak_congruence	1	He is screwing four woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001537	plus	candidate_pending_human_review			weak_congruence	1	He does not screw four woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001538	plus	candidate_pending_human_review			weak_congruence	1	Every day he screws four woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001539	plus	candidate_pending_human_review			weak_congruence	1	Last week he screwed four woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001540	plus	candidate_pending_human_review			weak_congruence	1	They are screwing four woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001541	plus	candidate_pending_human_review			weak_congruence	1	They do not screw four woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001542	plus	candidate_pending_human_review			weak_congruence	1	Every day they screw four woods	present_3s	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001543	plus	candidate_pending_human_review			weak_congruence	1	Last week they screwed four woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001544	plus	candidate_pending_human_review			weak_congruence	1	She is screwing five woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001545	plus	candidate_pending_human_review			weak_congruence	1	She does not screw five woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001546	plus	candidate_pending_human_review			weak_congruence	1	Every day she screws five woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001547	plus	candidate_pending_human_review			weak_congruence	1	Last week she screwed five woods	simple_past	screwed	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001548	plus	candidate_pending_human_review			weak_congruence	1	He is screwing five woods	be_progressive	screwing	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001549	plus	candidate_pending_human_review			weak_congruence	1	He does not screw five woods	do_negation	screw	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001550	plus	candidate_pending_human_review			weak_congruence	1	Every day he screws five woods	present_3s	screws	woods	screw	wood	0.022		USF:Cue_Target_Pairs.S:1149	yes	yes	yes	yes	yes	
CAND_PLAUS_001551	plus	candidate_pending_human_review			incongruent	0	She is inspecting one pin	be_progressive	inspecting	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001552	plus	candidate_pending_human_review			incongruent	0	She does not inspect one pin	do_negation	inspect	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001553	plus	candidate_pending_human_review			incongruent	0	Every day she inspects one pin	present_3s	inspects	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001554	plus	candidate_pending_human_review			incongruent	0	Last week she inspected one pin	simple_past	inspected	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001555	plus	candidate_pending_human_review			incongruent	0	He is inspecting one pin	be_progressive	inspecting	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001556	plus	candidate_pending_human_review			incongruent	0	He does not inspect one pin	do_negation	inspect	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001557	plus	candidate_pending_human_review			incongruent	0	Every day he inspects one pin	present_3s	inspects	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001558	plus	candidate_pending_human_review			incongruent	0	Last week he inspected one pin	simple_past	inspected	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001559	plus	candidate_pending_human_review			incongruent	0	They are inspecting one pin	be_progressive	inspecting	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001560	plus	candidate_pending_human_review			incongruent	0	They do not inspect one pin	do_negation	inspect	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001561	plus	candidate_pending_human_review			incongruent	0	Every day they inspect one pin	present_3s	inspect	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001562	plus	candidate_pending_human_review			incongruent	0	Last week they inspected one pin	simple_past	inspected	pin	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001563	plus	candidate_pending_human_review			incongruent	0	She is inspecting two pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001564	plus	candidate_pending_human_review			incongruent	0	She does not inspect two pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001565	plus	candidate_pending_human_review			incongruent	0	Every day she inspects two pins	present_3s	inspects	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001566	plus	candidate_pending_human_review			incongruent	0	Last week she inspected two pins	simple_past	inspected	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001567	plus	candidate_pending_human_review			incongruent	0	He is inspecting two pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001568	plus	candidate_pending_human_review			incongruent	0	He does not inspect two pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001569	plus	candidate_pending_human_review			incongruent	0	Every day he inspects two pins	present_3s	inspects	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001570	plus	candidate_pending_human_review			incongruent	0	Last week he inspected two pins	simple_past	inspected	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001571	plus	candidate_pending_human_review			incongruent	0	They are inspecting two pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001572	plus	candidate_pending_human_review			incongruent	0	They do not inspect two pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001573	plus	candidate_pending_human_review			incongruent	0	Every day they inspect two pins	present_3s	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001574	plus	candidate_pending_human_review			incongruent	0	Last week they inspected two pins	simple_past	inspected	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001575	plus	candidate_pending_human_review			incongruent	0	She is inspecting three pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001576	plus	candidate_pending_human_review			incongruent	0	She does not inspect three pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001577	plus	candidate_pending_human_review			incongruent	0	Every day she inspects three pins	present_3s	inspects	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001578	plus	candidate_pending_human_review			incongruent	0	Last week she inspected three pins	simple_past	inspected	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001579	plus	candidate_pending_human_review			incongruent	0	He is inspecting three pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001580	plus	candidate_pending_human_review			incongruent	0	He does not inspect three pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001581	plus	candidate_pending_human_review			incongruent	0	Every day he inspects three pins	present_3s	inspects	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001582	plus	candidate_pending_human_review			incongruent	0	Last week he inspected three pins	simple_past	inspected	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001583	plus	candidate_pending_human_review			incongruent	0	They are inspecting three pins	be_progressive	inspecting	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
CAND_PLAUS_001584	plus	candidate_pending_human_review			incongruent	0	They do not inspect three pins	do_negation	inspect	pins	inspect	pin	0.0		USF:absent-both-directions	no	yes	yes	yes	no	
