item_id	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	condition	binary_label	sentence	template_family	verb_surface	object_surface	verb_lemma	object_lemma	verb_object_FSG	violation_type	source_record_id	auto_expected_grammatical_yes_no	auto_structure_complete_yes_no	auto_error_annotation_pass_yes_no	human_corrected_event_makes_sense_yes_no	human_sentence_grammatical_yes_no	human_no_extra_errors_yes_no	human_notes_optional
CAND_GRAM_001838	plus	candidate_pending_human_review			finiteness_violation	0	Last week they buckle six belts	simple_past	buckle	belts	buckle	belt	0.667	omitted	USF:Cue_Target_Pairs.A-B:7781	no	yes	yes	yes	no	yes	
CAND_GRAM_001839	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling one baby	be_progressive	are	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001840	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl one baby	do_negation	do	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001841	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl one baby	present_3s	crawl	baby	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001842	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawl one baby	simple_past	crawl	baby	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001843	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling one baby	be_progressive	are	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001844	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl one baby	do_negation	do	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001845	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl one baby	present_3s	crawl	baby	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001846	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawl one baby	simple_past	crawl	baby	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001847	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling one baby	be_progressive	is	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001848	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl one baby	do_negation	does	baby	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001849	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls one baby	present_3s	crawls	baby	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001850	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawl one baby	simple_past	crawl	baby	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001851	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling two babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001852	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl two babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001853	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl two babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001854	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawling two babies	simple_past	crawling	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001855	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling two babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001856	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl two babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001857	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl two babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001858	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawl two babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001859	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling two babies	be_progressive	is	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001860	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl two babies	do_negation	does	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001861	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls two babies	present_3s	crawls	babies	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001862	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawl two babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001863	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling three babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001864	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl three babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001865	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl three babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001866	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawl three babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001867	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling three babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001868	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl three babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001869	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl three babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001870	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawl three babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001871	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling three babies	be_progressive	is	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001872	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl three babies	do_negation	does	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001873	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls three babies	present_3s	crawls	babies	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001874	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawling three babies	simple_past	crawling	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001875	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling four babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001876	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl four babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001877	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl four babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001878	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawl four babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001879	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling four babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001880	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl four babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001881	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl four babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001882	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawl four babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001883	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling four babies	be_progressive	is	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001884	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl four babies	do_negation	does	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001885	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls four babies	present_3s	crawls	babies	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001886	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawl four babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001887	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling five babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001888	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl five babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001889	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl five babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001890	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawl five babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001891	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling five babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001892	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl five babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001893	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl five babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001894	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawling five babies	simple_past	crawling	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001895	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling five babies	be_progressive	is	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001896	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl five babies	do_negation	does	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001897	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls five babies	present_3s	crawls	babies	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001898	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawl five babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001899	plus	candidate_pending_human_review			finiteness_violation	0	She are crawling six babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001900	plus	candidate_pending_human_review			finiteness_violation	0	She do not crawl six babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001901	plus	candidate_pending_human_review			finiteness_violation	0	Every day she crawl six babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001902	plus	candidate_pending_human_review			finiteness_violation	0	Last week she crawl six babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001903	plus	candidate_pending_human_review			finiteness_violation	0	He are crawling six babies	be_progressive	are	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001904	plus	candidate_pending_human_review			finiteness_violation	0	He do not crawl six babies	do_negation	do	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001905	plus	candidate_pending_human_review			finiteness_violation	0	Every day he crawl six babies	present_3s	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001906	plus	candidate_pending_human_review			finiteness_violation	0	Last week he crawl six babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001907	plus	candidate_pending_human_review			finiteness_violation	0	They is crawling six babies	be_progressive	is	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001908	plus	candidate_pending_human_review			finiteness_violation	0	They does not crawl six babies	do_negation	does	babies	crawl	baby	0.345	substituted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001909	plus	candidate_pending_human_review			finiteness_violation	0	Every day they crawls six babies	present_3s	crawls	babies	crawl	baby	0.345	added	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001910	plus	candidate_pending_human_review			finiteness_violation	0	Last week they crawl six babies	simple_past	crawl	babies	crawl	baby	0.345	omitted	USF:Cue_Target_Pairs.C:6319	no	yes	yes	yes	no	yes	
CAND_GRAM_001911	plus	candidate_pending_human_review			finiteness_violation	0	She are repairing one television	be_progressive	are	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001912	plus	candidate_pending_human_review			finiteness_violation	0	She do not repair one television	do_negation	do	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001913	plus	candidate_pending_human_review			finiteness_violation	0	Every day she repair one television	present_3s	repair	television	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001914	plus	candidate_pending_human_review			finiteness_violation	0	Last week she repair one television	simple_past	repair	television	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001915	plus	candidate_pending_human_review			finiteness_violation	0	He are repairing one television	be_progressive	are	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001916	plus	candidate_pending_human_review			finiteness_violation	0	He do not repair one television	do_negation	do	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001917	plus	candidate_pending_human_review			finiteness_violation	0	Every day he repair one television	present_3s	repair	television	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001918	plus	candidate_pending_human_review			finiteness_violation	0	Last week he repair one television	simple_past	repair	television	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001919	plus	candidate_pending_human_review			finiteness_violation	0	They is repairing one television	be_progressive	is	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001920	plus	candidate_pending_human_review			finiteness_violation	0	They does not repair one television	do_negation	does	television	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001921	plus	candidate_pending_human_review			finiteness_violation	0	Every day they repairs one television	present_3s	repairs	television	repair	television	0.022	added	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001922	plus	candidate_pending_human_review			finiteness_violation	0	Last week they repair one television	simple_past	repair	television	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001923	plus	candidate_pending_human_review			finiteness_violation	0	She are repairing two televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001924	plus	candidate_pending_human_review			finiteness_violation	0	She do not repair two televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001925	plus	candidate_pending_human_review			finiteness_violation	0	Every day she repair two televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001926	plus	candidate_pending_human_review			finiteness_violation	0	Last week she repairing two televisions	simple_past	repairing	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001927	plus	candidate_pending_human_review			finiteness_violation	0	He are repairing two televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001928	plus	candidate_pending_human_review			finiteness_violation	0	He do not repair two televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001929	plus	candidate_pending_human_review			finiteness_violation	0	Every day he repair two televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001930	plus	candidate_pending_human_review			finiteness_violation	0	Last week he repair two televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001931	plus	candidate_pending_human_review			finiteness_violation	0	They is repairing two televisions	be_progressive	is	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001932	plus	candidate_pending_human_review			finiteness_violation	0	They does not repair two televisions	do_negation	does	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001933	plus	candidate_pending_human_review			finiteness_violation	0	Every day they repairs two televisions	present_3s	repairs	televisions	repair	television	0.022	added	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001934	plus	candidate_pending_human_review			finiteness_violation	0	Last week they repair two televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001935	plus	candidate_pending_human_review			finiteness_violation	0	She are repairing three televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001936	plus	candidate_pending_human_review			finiteness_violation	0	She do not repair three televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001937	plus	candidate_pending_human_review			finiteness_violation	0	Every day she repair three televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001938	plus	candidate_pending_human_review			finiteness_violation	0	Last week she repair three televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001939	plus	candidate_pending_human_review			finiteness_violation	0	He are repairing three televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001940	plus	candidate_pending_human_review			finiteness_violation	0	He do not repair three televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001941	plus	candidate_pending_human_review			finiteness_violation	0	Every day he repair three televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001942	plus	candidate_pending_human_review			finiteness_violation	0	Last week he repair three televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001943	plus	candidate_pending_human_review			finiteness_violation	0	They is repairing three televisions	be_progressive	is	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001944	plus	candidate_pending_human_review			finiteness_violation	0	They does not repair three televisions	do_negation	does	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001945	plus	candidate_pending_human_review			finiteness_violation	0	Every day they repairs three televisions	present_3s	repairs	televisions	repair	television	0.022	added	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001946	plus	candidate_pending_human_review			finiteness_violation	0	Last week they repairing three televisions	simple_past	repairing	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001947	plus	candidate_pending_human_review			finiteness_violation	0	She are repairing four televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001948	plus	candidate_pending_human_review			finiteness_violation	0	She do not repair four televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001949	plus	candidate_pending_human_review			finiteness_violation	0	Every day she repair four televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001950	plus	candidate_pending_human_review			finiteness_violation	0	Last week she repair four televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001951	plus	candidate_pending_human_review			finiteness_violation	0	He are repairing four televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001952	plus	candidate_pending_human_review			finiteness_violation	0	He do not repair four televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001953	plus	candidate_pending_human_review			finiteness_violation	0	Every day he repair four televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001954	plus	candidate_pending_human_review			finiteness_violation	0	Last week he repair four televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001955	plus	candidate_pending_human_review			finiteness_violation	0	They is repairing four televisions	be_progressive	is	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001956	plus	candidate_pending_human_review			finiteness_violation	0	They does not repair four televisions	do_negation	does	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001957	plus	candidate_pending_human_review			finiteness_violation	0	Every day they repairs four televisions	present_3s	repairs	televisions	repair	television	0.022	added	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001958	plus	candidate_pending_human_review			finiteness_violation	0	Last week they repair four televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001959	plus	candidate_pending_human_review			finiteness_violation	0	She are repairing five televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001960	plus	candidate_pending_human_review			finiteness_violation	0	She do not repair five televisions	do_negation	do	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001961	plus	candidate_pending_human_review			finiteness_violation	0	Every day she repair five televisions	present_3s	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001962	plus	candidate_pending_human_review			finiteness_violation	0	Last week she repair five televisions	simple_past	repair	televisions	repair	television	0.022	omitted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
CAND_GRAM_001963	plus	candidate_pending_human_review			finiteness_violation	0	He are repairing five televisions	be_progressive	are	televisions	repair	television	0.022	substituted	USF:Cue_Target_Pairs.P-R:7948	no	yes	yes	yes	no	yes	
